shipment_id,customer_id,route_id,origin_address,destination_address,weight_kg,package_type,service_type,pickup_date,estimated_delivery,actual_delivery,status,total_cost_idr,tracking_number
SHP01095,CUS0013,RTE080,"Jl. Asia Afrika No. 179, Manado","Jl. Merdeka No. 263, Gorontalo",41.3,paket_besar,regular,2023-01-17,2023-01-20,2023-01-21,delivered,392350,TRK2301170002
SHP01096,CUS0406,RTE018,"Jl. Gajah Mada No. 136, Jakarta","Jl. Pahlawan No. 21, Pontianak",46.2,dokumen,regular,2023-04-22,2023-04-26,2023-04-29,delivered,531300,TRK2304220003
SHP01097,CUS0036,RTE046,"Jl. Mawar No. 237, Medan","Jl. Diponegoro No. 4, Padang",13.5,paket_kecil,regular,2022-04-26,2022-04-29,2022-05-01,delivered,148500,TRK2204260001
SHP01098,CUS0507,RTE076,"Jl. Margonda No. 140, Palembang","Jl. Asia Afrika No. 290, Jakarta",10.8,paket_kecil,same_day,2023-05-07,2023-05-07,2023-05-09,delivered,299700,TRK2305070001
SHP01099,CUS0078,RTE008,"Jl. Cempaka No. 248, Jakarta","Jl. Margonda No. 159, Solo",5.0,paket_sedang,regular,2022-10-23,2022-10-26,,returned,52500,TRK2210230001
SHP01100,CUS0284,RTE070,"Jl. Mawar No. 15, Balikpapan","Jl. Mangga No. 286, Makassar",23.8,paket_besar,regular,2024-04-13,2024-04-17,2024-04-17,delivered,273700,TRK2404130002
SHP01101,CUS0182,RTE048,"Jl. Gatot Subroto No. 254, Medan","Jl. Pemuda No. 74, Palembang",9.4,dokumen,express,2023-03-15,2023-03-18,2023-03-18,delivered,282000,TRK2303150002
SHP01102,CUS0103,RTE014,"Jl. Kenanga No. 27, Jakarta","Jl. Thamrin No. 99, Pekanbaru",15.3,paket_sedang,regular,2024-02-21,2024-02-26,,lost,214200,TRK2402210001
SHP01103,CUS0221,RTE007,"Jl. Melati No. 7, Jakarta","Jl. Diponegoro No. 280, Yogyakarta",20.0,paket_sedang,regular,2022-04-25,2022-04-28,2022-05-01,delivered,210000,TRK2204250001
SHP01104,CUS0156,RTE005,"Jl. Thamrin No. 172, Jakarta","Jl. Setiabudi No. 122, Semarang",19.6,paket_besar,same_day,2022-10-05,2022-10-05,2022-10-05,delivered,646800,TRK2210050002
SHP01105,CUS0370,RTE026,"Jl. Cendrawasih No. 279, Surabaya","Jl. Mangga No. 16, Solo",0.6,paket_sedang,express,2023-10-04,2023-10-05,2023-10-04,delivered,12000,TRK2310040003
SHP01106,CUS0099,RTE064,"Jl. Veteran No. 70, Yogyakarta","Jl. Hayam Wuruk No. 289, Semarang",48.3,dokumen,regular,2023-03-19,2023-03-21,2023-03-22,delivered,362250,TRK2303190002
SHP01107,CUS0092,RTE025,"Jl. Setiabudi No. 18, Surabaya","Jl. Kebon Jeruk No. 232, Makassar",8.7,dokumen,regular,2025-01-12,2025-01-16,2025-01-18,delivered,104400,TRK2501120001
SHP01108,CUS0580,RTE006,"Jl. Pajajaran No. 261, Jakarta","Jl. Melati No. 39, Surabaya",32.8,paket_sedang,regular,2022-09-03,2022-09-07,2022-09-06,delivered,377200,TRK2209030003
SHP01109,CUS0260,RTE041,"Jl. Margonda No. 144, Semarang","Jl. Pajajaran No. 209, Solo",39.6,fragile,regular,2022-12-09,2022-12-11,,in_transit,297000,TRK2212090001
SHP01110,CUS0561,RTE009,"Jl. Melati No. 4, Jakarta","Jl. Mawar No. 132, Malang",15.4,paket_sedang,regular,2023-04-07,2023-04-11,2023-04-13,delivered,184800,TRK2304070001
SHP01111,CUS0301,RTE017,"Jl. Pahlawan No. 185, Jakarta","Jl. Diponegoro No. 48, Balikpapan",32.4,dokumen,regular,2023-01-06,2023-01-11,,in_transit,486000,TRK2301060002
SHP01112,CUS0220,RTE076,"Jl. Ahmad Yani No. 43, Palembang","Jl. Diponegoro No. 9, Jakarta",29.2,paket_kecil,regular,2024-08-29,2024-09-01,2024-09-04,delivered,277400,TRK2408290003
SHP01113,CUS0385,RTE079,"Jl. Sudirman No. 107, Pontianak","Jl. Raya Bogor No. 94, Jakarta",21.1,paket_sedang,regular,2022-07-13,2022-07-17,2022-07-17,delivered,242650,TRK2207130002
SHP01114,CUS0134,RTE061,"Jl. Cendrawasih No. 41, Denpasar","Jl. Kebon Jeruk No. 239, Yogyakarta",30.2,paket_kecil,express,2022-02-19,2022-02-21,2022-02-26,delivered,649300,TRK2202190003
SHP01115,CUS0138,RTE035,"Jl. Gajah Mada No. 184, Bandung","Jl. Mangga No. 277, Surabaya",17.6,paket_kecil,regular,2022-08-05,2022-08-09,,returned,202400,TRK2208050001
SHP01116,CUS0109,RTE074,"Jl. Raya Bogor No. 57, Palembang","Jl. Hayam Wuruk No. 275, Lampung",29.1,paket_besar,regular,2024-05-30,2024-06-02,2024-06-03,delivered,276450,TRK2405300003
SHP01117,CUS0415,RTE037,"Jl. Pajajaran No. 275, Bandung","Jl. Cendrawasih No. 131, Malang",24.0,paket_sedang,express,2024-05-12,2024-05-14,2024-05-14,delivered,528000,TRK2405120001
SHP01118,CUS0475,RTE049,"Jl. Thamrin No. 5, Medan","Jl. Anggrek No. 270, Banda Aceh",13.5,paket_sedang,regular,2024-11-12,2024-11-15,2024-11-17,delivered,141750,TRK2411120001
SHP01119,CUS0449,RTE072,"Jl. Gatot Subroto No. 290, Pekanbaru","Jl. Asia Afrika No. 293, Palembang",1.7,paket_kecil,express,2022-09-25,2022-09-28,2022-09-28,delivered,39100,TRK2209250003
SHP01120,CUS0308,RTE006,"Jl. Thamrin No. 207, Jakarta","Jl. Mangga No. 271, Surabaya",46.7,paket_besar,regular,2024-03-15,2024-03-19,2024-03-20,delivered,537050,TRK2403150004
SHP01121,CUS0131,RTE026,"Jl. Hayam Wuruk No. 118, Surabaya","Jl. Ahmad Yani No. 277, Solo",13.5,paket_sedang,regular,2022-03-22,2022-03-24,,returned,114750,TRK2203220004
SHP01122,CUS0517,RTE021,"Jl. Asia Afrika No. 115, Surabaya","Jl. Mangga No. 271, Yogyakarta",20.6,paket_kecil,regular,2022-10-31,2022-11-03,2022-11-05,delivered,185400,TRK2210310002
SHP01123,CUS0010,RTE022,"Jl. Gatot Subroto No. 86, Surabaya","Jl. Merdeka No. 252, Semarang",34.3,paket_besar,regular,2024-01-06,2024-01-09,,in_transit,308700,TRK2401060002
SHP01124,CUS0337,RTE001,"Jl. Merdeka No. 112, Jakarta","Jl. Sudirman No. 32, Bandung",1.1,paket_sedang,regular,2023-05-25,2023-05-27,2023-05-29,delivered,8800,TRK2305250004
SHP01125,CUS0413,RTE059,"Jl. Veteran No. 57, Denpasar","Jl. Cempaka No. 3, Lombok",0.3,paket_sedang,same_day,2022-07-04,2022-07-04,,in_transit,7425,TRK2207040004
SHP01126,CUS0125,RTE033,"Jl. Asia Afrika No. 208, Bandung","Jl. Sudirman No. 12, Semarang",29.0,paket_besar,regular,2024-02-27,2024-03-01,2024-03-02,delivered,275500,TRK2402270001
SHP01127,CUS0156,RTE031,"Jl. Diponegoro No. 254, Surabaya","Jl. Merdeka No. 234, Pekanbaru",37.1,paket_sedang,express,2024-07-30,2024-08-02,2024-08-04,delivered,1502550,TRK2407300001
SHP01128,CUS0046,RTE050,"Jl. Sudirman No. 278, Medan","Jl. Pajajaran No. 173, Jakarta",15.1,fragile,regular,2025-01-26,2025-01-31,2025-01-31,delivered,271800,TRK2501260001
SHP01129,CUS0265,RTE050,"Jl. Veteran No. 21, Medan","Jl. Thamrin No. 12, Jakarta",46.1,paket_besar,express,2024-11-20,2024-11-23,2024-11-23,delivered,1797900,TRK2411200001
SHP01130,CUS0225,RTE032,"Jl. Cendrawasih No. 61, Bandung","Jl. Asia Afrika No. 126, Bogor",47.7,dokumen,regular,2024-12-07,2024-12-09,2024-12-12,delivered,381600,TRK2412070002
SHP01131,CUS0326,RTE012,"Jl. Raya Bogor No. 285, Jakarta","Jl. Kebon Jeruk No. 190, Palembang",34.7,paket_kecil,regular,2023-09-25,2023-09-28,2023-09-28,delivered,329650,TRK2309250001
SHP01132,CUS0019,RTE025,"Jl. Kebon Jeruk No. 134, Surabaya","Jl. Raya Bogor No. 7, Makassar",3.5,paket_kecil,same_day,2023-05-05,2023-05-05,2023-05-05,delivered,128625,TRK2305050001
SHP01133,CUS0421,RTE004,"Jl. Mawar No. 165, Jakarta","Jl. Imam Bonjol No. 295, Bekasi",30.4,paket_kecil,express,2023-07-14,2023-07-15,2023-07-18,delivered,471200,TRK2307140002
SHP01134,CUS0443,RTE057,"Jl. Diponegoro No. 28, Denpasar","Jl. Asia Afrika No. 30, Mataram",27.6,paket_kecil,express,2022-02-02,2022-02-03,,lost,496800,TRK2202020002
SHP01135,CUS0143,RTE070,"Jl. Gatot Subroto No. 260, Balikpapan","Jl. Diponegoro No. 71, Makassar",32.7,paket_sedang,express,2023-08-15,2023-08-17,2023-08-22,delivered,882900,TRK2308150002
SHP01136,CUS0153,RTE051,"Jl. Diponegoro No. 18, Medan","Jl. Anggrek No. 178, Batam",25.1,dokumen,regular,2023-10-28,2023-11-01,2023-11-04,delivered,301200,TRK2310280001
SHP01137,CUS0479,RTE030,"Jl. Gajah Mada No. 99, Surabaya","Jl. Cendrawasih No. 160, Palembang",8.1,fragile,regular,2024-07-19,2024-07-24,2024-07-23,delivered,113400,TRK2407190002
SHP01138,CUS0302,RTE012,"Jl. Pahlawan No. 49, Jakarta","Jl. Setiabudi No. 287, Palembang",47.5,paket_sedang,regular,2022-08-08,2022-08-11,,returned,451250,TRK2208080003
SHP01139,CUS0563,RTE015,"Jl. Raya Bogor No. 215, Jakarta","Jl. Gatot Subroto No. 91, Makassar",39.3,fragile,regular,2022-02-06,2022-02-11,,in_transit,648450,TRK2202060003
SHP01140,CUS0294,RTE051,"Jl. Asia Afrika No. 17, Medan","Jl. Thamrin No. 238, Batam",30.1,paket_kecil,regular,2024-05-23,2024-05-27,,in_transit,361200,TRK2405230002
SHP01141,CUS0419,RTE004,"Jl. Thamrin No. 44, Jakarta","Jl. Diponegoro No. 288, Bekasi",12.2,paket_kecil,regular,2022-03-02,2022-03-03,2022-03-03,delivered,85400,TRK2203020002
SHP01142,CUS0180,RTE026,"Jl. Diponegoro No. 291, Surabaya","Jl. Pajajaran No. 219, Solo",3.5,dokumen,regular,2023-06-26,2023-06-28,2023-07-01,delivered,29750,TRK2306260003
SHP01143,CUS0384,RTE002,"Jl. Melati No. 220, Jakarta","Jl. Cendrawasih No. 167, Bogor",11.3,paket_besar,same_day,2023-06-14,2023-06-14,2023-06-14,delivered,271200,TRK2306140002
SHP01144,CUS0048,RTE040,"Jl. Kebon Jeruk No. 91, Semarang","Jl. Diponegoro No. 226, Yogyakarta",21.0,paket_kecil,express,2023-09-07,2023-09-08,2023-09-08,delivered,336000,TRK2309070005
SHP01145,CUS0026,RTE014,"Jl. Cempaka No. 46, Jakarta","Jl. Hayam Wuruk No. 122, Pekanbaru",0.4,paket_sedang,same_day,2023-02-24,2023-02-24,2023-03-01,delivered,18900,TRK2302240002
SHP01146,CUS0317,RTE063,"Jl. Diponegoro No. 133, Yogyakarta","Jl. Veteran No. 180, Malang",28.0,paket_sedang,express,2024-04-19,2024-04-20,2024-04-21,delivered,560000,TRK2404190001
SHP01147,CUS0168,RTE041,"Jl. Setiabudi No. 52, Semarang","Jl. Pajajaran No. 65, Solo",41.3,paket_sedang,regular,2024-03-18,2024-03-20,2024-03-21,delivered,309750,TRK2403180001
SHP01148,CUS0004,RTE066,"Jl. Imam Bonjol No. 215, Yogyakarta","Jl. Margonda No. 199, Bandung",46.8,fragile,regular,2022-11-09,2022-11-12,2022-11-15,delivered,444600,TRK2211090003
SHP01149,CUS0283,RTE010,"Jl. Cempaka No. 227, Jakarta","Jl. Cendrawasih No. 280, Denpasar",22.2,paket_besar,regular,2023-08-24,2023-08-28,,in_transit,310800,TRK2308240001
SHP01150,CUS0485,RTE060,"Jl. Gatot Subroto No. 82, Denpasar","Jl. Mangga No. 31, Makassar",32.0,paket_kecil,regular,2024-04-25,2024-04-29,,in_transit,368000,TRK2404250002
SHP01151,CUS0112,RTE066,"Jl. Pemuda No. 257, Yogyakarta","Jl. Mangga No. 248, Bandung",49.7,fragile,regular,2023-04-27,2023-04-30,2023-04-30,delivered,472150,TRK2304270002
SHP01152,CUS0279,RTE027,"Jl. Pemuda No. 28, Surabaya","Jl. Pemuda No. 215, Medan",43.9,paket_besar,express,2022-11-09,2022-11-12,,in_transit,1887700,TRK2211090004
SHP01153,CUS0114,RTE020,"Jl. Gatot Subroto No. 173, Surabaya","Jl. Kebon Jeruk No. 222, Malang",42.2,paket_sedang,same_day,2023-12-31,2023-12-31,2023-12-31,delivered,1012800,TRK2312310001
SHP01154,CUS0263,RTE074,"Jl. Pahlawan No. 9, Palembang","Jl. Imam Bonjol No. 142, Lampung",40.1,paket_sedang,regular,2022-09-11,2022-09-14,2022-09-14,delivered,380950,TRK2209110002
SHP01155,CUS0505,RTE026,"Jl. Kenanga No. 282, Surabaya","Jl. Gatot Subroto No. 272, Solo",7.4,paket_kecil,express,2024-05-28,2024-05-29,2024-05-29,delivered,148000,TRK2405280002
SHP01156,CUS0231,RTE044,"Jl. Raya Bogor No. 148, Semarang","Jl. Anggrek No. 258, Denpasar",40.3,paket_besar,express,2024-11-24,2024-11-26,2024-11-26,delivered,1047800,TRK2411240001
SHP01157,CUS0430,RTE069,"Jl. Sudirman No. 208, Balikpapan","Jl. Imam Bonjol No. 133, Pontianak",43.3,dokumen,regular,2022-07-26,2022-07-30,,in_transit,562900,TRK2207260002
SHP01158,CUS0045,RTE024,"Jl. Gatot Subroto No. 83, Surabaya","Jl. Gajah Mada No. 160, Bandung",9.9,paket_besar,regular,2023-01-17,2023-01-21,2023-01-21,delivered,113850,TRK2301170003
SHP01159,CUS0031,RTE016,"Jl. Margonda No. 206, Jakarta","Jl. Thamrin No. 160, Manado",30.6,fragile,regular,2022-01-09,2022-01-16,,lost,657900,TRK2201090001
SHP01160,CUS0246,RTE064,"Jl. Diponegoro No. 52, Yogyakarta","Jl. Margonda No. 259, Semarang",19.3,fragile,regular,2022-12-01,2022-12-03,,in_transit,144750,TRK2212010001
SHP01161,CUS0064,RTE026,"Jl. Asia Afrika No. 229, Surabaya","Jl. Kenanga No. 26, Solo",4.1,paket_besar,regular,2022-01-28,2022-01-30,,in_transit,34850,TRK2201280004
SHP01162,CUS0215,RTE039,"Jl. Melati No. 60, Bandung","Jl. Veteran No. 55, Denpasar",37.5,paket_sedang,regular,2024-08-13,2024-08-17,2024-08-19,delivered,506250,TRK2408130002
SHP01163,CUS0569,RTE054,"Jl. Thamrin No. 54, Makassar","Jl. Kebon Jeruk No. 199, Balikpapan",44.2,paket_kecil,regular,2022-04-15,2022-04-19,,returned,508300,TRK2204150001
SHP01164,CUS0520,RTE034,"Jl. Asia Afrika No. 298, Bandung","Jl. Kebon Jeruk No. 146, Yogyakarta",42.3,paket_sedang,express,2023-11-05,2023-11-06,2023-11-09,delivered,951750,TRK2311050001
SHP01165,CUS0010,RTE016,"Jl. Gatot Subroto No. 106, Jakarta","Jl. Mawar No. 175, Manado",11.3,paket_sedang,same_day,2022-09-02,2022-09-02,2022-09-02,delivered,889875,TRK2209020002
SHP01166,CUS0171,RTE072,"Jl. Anggrek No. 228, Pekanbaru","Jl. Anggrek No. 2, Palembang",23.6,paket_besar,express,2022-04-26,2022-04-29,2022-05-01,delivered,542800,TRK2204260002
SHP01167,CUS0480,RTE015,"Jl. Cendrawasih No. 55, Jakarta","Jl. Cendrawasih No. 15, Makassar",27.7,paket_sedang,same_day,2024-08-20,2024-08-20,2024-08-25,delivered,1350375,TRK2408200005
SHP01168,CUS0159,RTE017,"Jl. Merdeka No. 197, Jakarta","Jl. Ahmad Yani No. 247, Balikpapan",24.6,paket_kecil,regular,2024-09-20,2024-09-25,2024-09-25,delivered,369000,TRK2409200001
SHP01169,CUS0233,RTE006,"Jl. Mawar No. 215, Jakarta","Jl. Kenanga No. 55, Surabaya",45.0,dokumen,regular,2025-01-25,2025-01-29,2025-01-28,delivered,517500,TRK2501250003
SHP01170,CUS0563,RTE047,"Jl. Gajah Mada No. 239, Medan","Jl. Anggrek No. 17, Pekanbaru",0.8,paket_sedang,express,2023-08-24,2023-08-26,,in_transit,17200,TRK2308240002
SHP01171,CUS0199,RTE018,"Jl. Merdeka No. 203, Jakarta","Jl. Pahlawan No. 84, Pontianak",48.5,paket_kecil,express,2022-03-19,2022-03-22,2022-03-24,delivered,1139750,TRK2203190003
SHP01172,CUS0394,RTE078,"Jl. Raya Bogor No. 196, Pontianak","Jl. Kenanga No. 181, Balikpapan",42.4,paket_kecil,express,2024-08-24,2024-08-26,2024-08-25,delivered,1187200,TRK2408240003
SHP01173,CUS0454,RTE046,"Jl. Gatot Subroto No. 224, Medan","Jl. Cempaka No. 61, Padang",12.4,paket_besar,regular,2022-10-18,2022-10-21,2022-10-21,delivered,136400,TRK2210180003
SHP01174,CUS0057,RTE015,"Jl. Cendrawasih No. 153, Jakarta","Jl. Diponegoro No. 199, Makassar",3.7,paket_sedang,regular,2023-03-22,2023-03-27,2023-03-27,delivered,61050,TRK2303220001
SHP01175,CUS0048,RTE067,"Jl. Setiabudi No. 133, Balikpapan","Jl. Pahlawan No. 145, Samarinda",42.4,paket_besar,express,2022-08-19,2022-08-20,2022-08-21,delivered,720800,TRK2208190004
SHP01176,CUS0228,RTE074,"Jl. Diponegoro No. 148, Palembang","Jl. Kenanga No. 150, Lampung",25.2,paket_kecil,regular,2023-09-10,2023-09-13,2023-09-16,delivered,239400,TRK2309100001
SHP01177,CUS0436,RTE077,"Jl. Gatot Subroto No. 8, Pontianak","Jl. Hayam Wuruk No. 118, Singkawang",2.4,paket_kecil,regular,2024-02-12,2024-02-14,2024-02-15,delivered,19200,TRK2402120003
SHP01178,CUS0374,RTE071,"Jl. Imam Bonjol No. 149, Pekanbaru","Jl. Imam Bonjol No. 126, Padang",11.6,paket_besar,express,2023-11-07,2023-11-08,2023-11-08,delivered,237800,TRK2311070002
SHP01179,CUS0564,RTE012,"Jl. Gatot Subroto No. 2, Jakarta","Jl. Hayam Wuruk No. 9, Palembang",41.0,paket_besar,regular,2024-10-18,2024-10-21,,lost,389500,TRK2410180001
SHP01180,CUS0431,RTE034,"Jl. Setiabudi No. 80, Bandung","Jl. Melati No. 259, Yogyakarta",41.0,paket_sedang,regular,2022-09-08,2022-09-11,2022-09-11,delivered,389500,TRK2209080003
SHP01181,CUS0253,RTE071,"Jl. Hayam Wuruk No. 165, Pekanbaru","Jl. Pajajaran No. 57, Padang",6.9,paket_besar,regular,2024-10-06,2024-10-08,2024-10-08,delivered,58650,TRK2410060002
SHP01182,CUS0101,RTE018,"Jl. Veteran No. 191, Jakarta","Jl. Setiabudi No. 289, Pontianak",24.9,dokumen,regular,2023-06-16,2023-06-20,2023-06-20,delivered,286350,TRK2306160002
SHP01183,CUS0047,RTE077,"Jl. Mawar No. 83, Pontianak","Jl. Veteran No. 197, Singkawang",1.0,paket_kecil,regular,2024-06-10,2024-06-12,,in_transit,8000,TRK2406100003
SHP01184,CUS0379,RTE036,"Jl. Cendrawasih No. 237, Bandung","Jl. Mawar No. 73, Solo",1.9,dokumen,regular,2022-02-25,2022-02-28,2022-03-01,delivered,18050,TRK2202250002
SHP01185,CUS0063,RTE065,"Jl. Mawar No. 63, Yogyakarta","Jl. Gajah Mada No. 197, Surabaya",40.3,paket_besar,express,2024-12-24,2024-12-25,,returned,685100,TRK2412240001
SHP01186,CUS0236,RTE062,"Jl. Raya Bogor No. 32, Yogyakarta","Jl. Merdeka No. 51, Solo",24.4,paket_kecil,regular,2024-12-21,2024-12-22,2024-12-21,delivered,183000,TRK2412210001
SHP01187,CUS0191,RTE057,"Jl. Pemuda No. 38, Denpasar","Jl. Pemuda No. 258, Mataram",42.3,paket_besar,express,2023-01-06,2023-01-07,2023-01-07,delivered,761400,TRK2301060003
SHP01188,CUS0166,RTE073,"Jl. Pahlawan No. 171, Pekanbaru","Jl. Ahmad Yani No. 202, Medan",34.3,paket_sedang,regular,2024-07-12,2024-07-15,2024-07-15,delivered,325850,TRK2407120002
SHP01189,CUS0529,RTE039,"Jl. Thamrin No. 230, Bandung","Jl. Cendrawasih No. 220, Denpasar",12.6,dokumen,express,2024-02-12,2024-02-14,2024-02-15,delivered,403200,TRK2402120004
SHP01190,CUS0148,RTE062,"Jl. Gatot Subroto No. 106, Yogyakarta","Jl. Hayam Wuruk No. 107, Solo",36.4,fragile,regular,2024-09-01,2024-09-02,,in_transit,273000,TRK2409010001
SHP01191,CUS0428,RTE018,"Jl. Gajah Mada No. 65, Jakarta","Jl. Merdeka No. 271, Pontianak",21.6,paket_sedang,express,2022-04-17,2022-04-20,2022-04-20,delivered,507600,TRK2204170002
SHP01192,CUS0031,RTE034,"Jl. Anggrek No. 268, Bandung","Jl. Imam Bonjol No. 120, Yogyakarta",8.9,paket_sedang,same_day,2024-01-29,2024-01-29,2024-01-31,delivered,300375,TRK2401290003
SHP01193,CUS0266,RTE001,"Jl. Gajah Mada No. 14, Jakarta","Jl. Raya Bogor No. 269, Bandung",47.2,paket_sedang,regular,2024-08-29,2024-08-31,,in_transit,377600,TRK2408290004
SHP01194,CUS0205,RTE074,"Jl. Cendrawasih No. 43, Palembang","Jl. Hayam Wuruk No. 231, Lampung",21.5,paket_kecil,regular,2023-10-06,2023-10-09,2023-10-09,delivered,204250,TRK2310060002
SHP01195,CUS0330,RTE053,"Jl. Mawar No. 30, Makassar","Jl. Pajajaran No. 243, Denpasar",25.1,paket_besar,express,2023-11-26,2023-11-28,2023-11-28,delivered,690250,TRK2311260002
SHP01196,CUS0163,RTE056,"Jl. Gatot Subroto No. 15, Makassar","Jl. Veteran No. 270, Kendari",13.1,paket_besar,express,2023-03-07,2023-03-08,2023-03-11,delivered,248900,TRK2303070002
SHP01197,CUS0134,RTE059,"Jl. Pajajaran No. 106, Denpasar","Jl. Pahlawan No. 31, Lombok",35.3,paket_kecil,express,2022-10-29,2022-10-30,2022-10-31,delivered,582450,TRK2210290001
SHP01198,CUS0109,RTE010,"Jl. Mawar No. 190, Jakarta","Jl. Kebon Jeruk No. 251, Denpasar",21.4,paket_kecil,express,2022-08-07,2022-08-10,2022-08-10,delivered,706200,TRK2208070002
SHP01199,CUS0059,RTE038,"Jl. Pahlawan No. 279, Bandung","Jl. Gajah Mada No. 59, Cirebon",14.5,paket_besar,regular,2023-04-22,2023-04-24,,in_transit,116000,TRK2304220004
SHP01200,CUS0034,RTE048,"Jl. Pahlawan No. 54, Medan","Jl. Cendrawasih No. 297, Palembang",0.5,paket_sedang,regular,2023-01-19,2023-01-24,,returned,7500,TRK2301190001
SHP01201,CUS0031,RTE024,"Jl. Pajajaran No. 212, Surabaya","Jl. Mangga No. 282, Bandung",0.8,fragile,regular,2023-01-13,2023-01-17,2023-01-18,delivered,9200,TRK2301130002
SHP01202,CUS0276,RTE064,"Jl. Gatot Subroto No. 32, Yogyakarta","Jl. Cendrawasih No. 280, Semarang",1.4,dokumen,regular,2022-02-09,2022-02-11,2022-02-14,delivered,10500,TRK2202090002
SHP01203,CUS0083,RTE052,"Jl. Merdeka No. 229, Makassar","Jl. Setiabudi No. 21, Manado",44.4,paket_sedang,regular,2023-08-20,2023-08-25,2023-08-26,delivered,666000,TRK2308200005
SHP01204,CUS0214,RTE024,"Jl. Cendrawasih No. 235, Surabaya","Jl. Pahlawan No. 130, Bandung",45.8,paket_kecil,regular,2022-08-20,2022-08-24,2022-08-27,delivered,526700,TRK2208200001
SHP01205,CUS0452,RTE021,"Jl. Mangga No. 143, Surabaya","Jl. Mawar No. 222, Yogyakarta",48.9,fragile,regular,2025-01-10,2025-01-13,2025-01-13,delivered,440100,TRK2501100002
SHP01206,CUS0577,RTE005,"Jl. Pajajaran No. 204, Jakarta","Jl. Setiabudi No. 167, Semarang",13.1,paket_kecil,regular,2025-01-31,2025-02-03,2025-02-03,delivered,124450,TRK2501310003
SHP01207,CUS0225,RTE078,"Jl. Veteran No. 66, Pontianak","Jl. Mawar No. 81, Balikpapan",49.6,paket_sedang,express,2022-06-28,2022-06-30,2022-06-30,delivered,1388800,TRK2206280001
SHP01208,CUS0587,RTE016,"Jl. Imam Bonjol No. 114, Jakarta","Jl. Gajah Mada No. 25, Manado",15.0,paket_besar,regular,2022-05-02,2022-05-09,2022-05-09,delivered,322500,TRK2205020001
SHP01209,CUS0441,RTE054,"Jl. Mawar No. 203, Makassar","Jl. Kebon Jeruk No. 170, Balikpapan",41.2,paket_sedang,regular,2023-09-15,2023-09-19,2023-09-19,delivered,473800,TRK2309150002
SHP01210,CUS0211,RTE076,"Jl. Melati No. 136, Palembang","Jl. Cempaka No. 192, Jakarta",1.3,paket_besar,express,2025-01-23,2025-01-25,2025-01-25,delivered,24050,TRK2501230003
SHP01211,CUS0003,RTE054,"Jl. Pajajaran No. 254, Makassar","Jl. Gajah Mada No. 212, Balikpapan",42.3,dokumen,regular,2025-01-22,2025-01-26,,in_transit,486450,TRK2501220002
SHP01212,CUS0011,RTE014,"Jl. Mangga No. 88, Jakarta","Jl. Cempaka No. 24, Pekanbaru",8.4,paket_besar,regular,2023-09-05,2023-09-10,,returned,117600,TRK2309050001
SHP01213,CUS0244,RTE080,"Jl. Thamrin No. 144, Manado","Jl. Ahmad Yani No. 278, Gorontalo",28.7,dokumen,regular,2022-12-22,2022-12-25,2022-12-28,delivered,272650,TRK2212220001
SHP01214,CUS0357,RTE025,"Jl. Veteran No. 106, Surabaya","Jl. Pahlawan No. 4, Makassar",47.9,paket_kecil,regular,2022-03-25,2022-03-29,2022-03-29,delivered,574800,TRK2203250001
SHP01215,CUS0384,RTE043,"Jl. Gajah Mada No. 31, Semarang","Jl. Asia Afrika No. 116, Surabaya",49.5,paket_kecil,same_day,2022-03-10,2022-03-10,2022-03-10,delivered,1336500,TRK2203100001
SHP01216,CUS0415,RTE075,"Jl. Anggrek No. 284, Palembang","Jl. Kenanga No. 146, Padang",34.8,paket_kecil,regular,2023-05-18,2023-05-22,2023-05-22,delivered,469800,TRK2305180004
SHP01217,CUS0167,RTE038,"Jl. Veteran No. 202, Bandung","Jl. Pahlawan No. 219, Cirebon",6.7,paket_besar,regular,2023-12-12,2023-12-14,2023-12-15,delivered,53600,TRK2312120003
SHP01218,CUS0552,RTE030,"Jl. Asia Afrika No. 65, Surabaya","Jl. Ahmad Yani No. 139, Palembang",4.6,paket_besar,regular,2024-06-28,2024-07-03,,returned,64400,TRK2406280002
SHP01219,CUS0342,RTE077,"Jl. Imam Bonjol No. 161, Pontianak","Jl. Cempaka No. 69, Singkawang",47.6,paket_kecil,regular,2024-10-13,2024-10-15,2024-10-15,delivered,380800,TRK2410130003
SHP01220,CUS0078,RTE062,"Jl. Mawar No. 159, Yogyakarta","Jl. Mangga No. 191, Solo",14.0,dokumen,regular,2024-02-26,2024-02-27,2024-02-27,delivered,105000,TRK2402260002
SHP01221,CUS0275,RTE012,"Jl. Mangga No. 105, Jakarta","Jl. Mawar No. 176, Palembang",31.1,paket_besar,express,2022-09-29,2022-09-30,2022-09-30,delivered,606450,TRK2209290002
